course_code,course_name,department,credits,offering_count,teacher_count,total_enrollment,avg_class_capacity,campus_count,primary_course_type,dominant_time_bucket,weekend_offering_ratio,virtual_schedule_ratio
CIM4486,大众传媒管理,媒体与传播学院,2.0,1,1,16,17.0,1,必修,morning,0.0,0.0
CIM4493,文化经纪实务,媒体与传播学院,2.0,1,1,15,17.0,1,必修,morning,0.0,0.0
CIM4494,国际文化贸易,媒体与传播学院,2.0,1,1,34,17.0,1,必修,morning,0.0,0.0
CIM4499,文化投资与管理,媒体与传播学院,2.0,1,1,34,17.0,1,必修,afternoon,0.0,0.0
CIM4502,专业实习（文化产业管理）（2）,媒体与传播学院,6.0,1,1,38,22.0,1,必修,morning,1.0,0.0
CIM4520,艺术理论与实践,媒体与传播学院,3.0,1,1,15,17.0,1,必修,afternoon,0.0,0.0
CIM4521,中国文化产业专题报告,媒体与传播学院,2.0,1,1,20,22.0,1,必修,afternoon,1.0,0.0
CIM4522,专业实践（文化产业管理）（1）,媒体与传播学院,3.0,1,1,19,19.0,1,必修,morning,1.0,1.0
DES1002,图形创意设计,媒体与传播学院,2.0,1,1,25,25.0,1,通识核心课程,evening,0.0,0.0
EC905,媒体创意经济,媒体与传播学院,2.0,1,1,40,40.0,1,通识核心课程,evening,0.0,0.0
FT0101,人工智能电影理论与实践,媒体与传播学院,2.0,1,1,115,30.0,1,新生研讨课,evening,0.0,0.0
FT022,世界动画大师及其作品,媒体与传播学院,2.0,1,1,30,30.0,1,公共选修课,mixed,0.0,0.0
FT1102,影视精品赏析,媒体与传播学院,2.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0
FT1220,视听语言,媒体与传播学院,2.0,1,1,20,10.0,1,必修,morning,0.0,0.0
FT1246,全媒体采访与报道,媒体与传播学院,2.0,1,1,9,11.0,1,必修,morning,0.0,0.0
FT2237,好莱坞电影研究,媒体与传播学院,2.0,1,1,20,10.0,1,必修,morning,0.0,0.0
FT2472,剧本写作（一）,媒体与传播学院,2.0,1,1,28,10.0,1,必修,morning,0.0,0.0
FT2479,电视文艺编导,媒体与传播学院,2.0,1,1,9,11.0,1,必修,morning,0.0,0.0
FT2480,影视导演基础,媒体与传播学院,2.0,1,1,18,11.0,1,必修,afternoon,0.0,0.0
FT2481,纪录片编导,媒体与传播学院,2.0,1,1,9,11.0,1,必修,afternoon,0.0,0.0
FT2484,影视制作实践：摄影与灯光基础,媒体与传播学院,2.0,1,1,14,10.0,1,必修,mixed,0.0,0.0
FT2488,专业实习（广播影视编导）,媒体与传播学院,4.0,1,1,14,16.0,1,必修,morning,1.0,0.0
FT2490,影视艺术导论,媒体与传播学院,2.0,2,1,41,13.0,1,必修,afternoon,0.0,0.0
FT2491,剧本写作（二）,媒体与传播学院,2.0,1,1,20,11.0,1,必修,morning,0.0,0.0
FT2507,传播与社会,媒体与传播学院,3.0,1,1,69,69.0,1,必修,morning,0.0,0.0
FT2512,摄影技术基础,媒体与传播学院,3.0,1,1,19,19.0,1,必修,afternoon,0.0,0.0
FT3152,影视剪辑,媒体与传播学院,2.0,1,1,15,10.0,1,必修,morning,0.0,0.0
FT3158,影视创意策划,媒体与传播学院,2.0,1,1,9,11.0,1,必修,afternoon,0.0,0.0
FT3239,中国文化概论,媒体与传播学院,2.0,1,1,10,10.0,1,必修,morning,0.0,0.0
FT4445,影视精品赏析（1）,媒体与传播学院,2.0,1,1,10,10.0,1,限选,afternoon,0.0,0.0
JC1001,公众表达,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0
JC1004,AI与数字传播,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0
JC1218,新闻学导论（A类）,媒体与传播学院,2.0,2,1,61,30.5,1,必修,afternoon,0.0,0.0
JC1223,新媒体导论,媒体与传播学院,2.0,1,1,31,31.0,1,必修,morning,0.0,0.0
JC2213,中外新闻传播史,媒体与传播学院,2.0,1,1,27,30.0,1,必修,morning,0.0,0.0
JC2226,新媒体与社会,媒体与传播学院,2.0,1,1,17,40.0,1,必修,evening,0.0,0.0
JC2439,专业实习（传播学）（2）,媒体与传播学院,1.0,1,1,19,20.0,1,必修,morning,1.0,0.0
JC3129,互联网与新媒体发展案例研究,媒体与传播学院,2.0,1,1,14,40.0,1,必修,evening,0.0,0.0
JC3165,摄影技术与图片报道,媒体与传播学院,2.0,1,1,29,30.0,1,必修,morning,0.0,0.0
JC3166,广告理论与实务,媒体与传播学院,2.0,1,1,15,40.0,1,必修,evening,0.0,0.0
JC3167,新闻采访与写作,媒体与传播学院,2.0,2,1,59,30.5,1,必修,mixed,0.0,0.0
JC3172,数字营销：理论与实践,媒体与传播学院,2.0,1,1,38,20.0,1,必修,afternoon,0.0,0.0
JC3173,媒体融合与新闻策划,媒体与传播学院,2.0,1,1,19,20.0,1,必修,afternoon,0.0,0.0
JC3174,大数据与舆情分析,媒体与传播学院,2.0,3,1,44,24.67,1,必修,morning,0.0,0.0
JC3175,英语新闻阅读与写作,媒体与传播学院,2.0,1,1,21,20.0,1,必修,mixed,0.0,0.0
JC3176,互联网与新媒体实务,媒体与传播学院,2.0,2,1,44,17.0,1,必修,mixed,0.0,0.0
JC3177,传播心理学导论,媒体与传播学院,2.0,2,1,37,17.0,1,必修,afternoon,0.0,0.0
JC3178,新闻与传播系列前沿讲座（高端讲座）,媒体与传播学院,2.0,1,1,23,28.0,1,必修,morning,1.0,0.0
JC3181,社会实习（传播学）（2）,媒体与传播学院,3.0,1,1,9,17.0,1,必修,morning,1.0,0.0
JC3183,计算传播与社会,媒体与传播学院,3.0,1,1,37,40.0,1,限选,afternoon,0.0,0.0
JC3184,新闻编辑与评论,媒体与传播学院,2.0,1,1,14,14.0,1,必修,morning,0.0,0.0
JC3185,传播研究方法,媒体与传播学院,2.0,3,3,49,28.33,1,必修,morning,0.0,0.0
JC3186,传播伦理与法规,媒体与传播学院,2.0,1,1,24,20.0,1,必修,morning,0.0,0.0
JC3192,媒介社会学,媒体与传播学院,2.0,1,1,19,20.0,1,必修,morning,0.0,0.0
JC3202,国际新闻理论与实务,媒体与传播学院,2.0,1,1,27,30.0,1,必修,afternoon,0.0,0.0
JC3204,马克思主义新闻观与新时代,媒体与传播学院,2.0,1,1,26,30.0,1,必修,morning,0.0,0.0
JC3205,新媒体与数字文化,媒体与传播学院,2.0,1,1,29,30.0,1,必修,mixed,0.0,0.0
JC3221,社会科学研究方法,媒体与传播学院,3.0,1,1,69,69.0,1,必修,afternoon,0.0,0.0
PU906,经济与社会伦理,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,mixed,0.0,0.0
SO939,大众传媒与文化,媒体与传播学院,2.0,1,1,60,60.0,1,通识核心课程,evening,0.0,0.0
SO941,市场调研：方法与实践,媒体与传播学院,2.0,1,1,18,30.0,1,通识核心课程,mixed,0.0,0.0
TA001,税收经济学,媒体与传播学院,2.0,1,1,20,30.0,1,公共选修课,evening,0.0,0.0
MARX1211,思想政治与通识教育（1）,学指委（学生处、团委、人武部）合署,1.0,1,1,50,50.0,1,必修,afternoon,0.0,0.0
PSY1107,“UTJS”体验式教育:大学生演讲与沟通训练,学指委（学生处、团委、人武部）合署,2.0,2,2,12,27.5,1,公共选修课,evening,0.0,0.0
PSY1202,大学生心理健康,学指委（学生处、团委、人武部）合署,2.0,3,2,114,195.0,1,必修,morning,0.0,0.0
PSY1202C01,真诚信任的人际交往与恋爱关系探索之旅,学指委（学生处、团委、人武部）合署,2.0,4,1,239,33.0,1,必修,evening,0.0,0.0
PSY1202C02,幸福课--积极心理学的PERMA模型,学指委（学生处、团委、人武部）合署,2.0,4,1,167,33.5,1,必修,evening,0.0,0.0
PSY1202C03,我和我的人生小伙伴：自我探索与人际交往,学指委（学生处、团委、人武部）合署,2.0,2,1,71,34.0,1,必修,mixed,0.0,0.0
PSY1202C04,自我探索：多元艺术形式赋能心理成长,学指委（学生处、团委、人武部）合署,2.0,3,1,107,32.67,1,必修,mixed,0.0,0.0
PSY1202C05,自我发现之旅，拥抱真实的自己,学指委（学生处、团委、人武部）合署,2.0,2,1,39,30.0,1,必修,mixed,0.0,0.0
PSY1202C06,对话压力与情绪：从情绪解码到韧性建构成长课,学指委（学生处、团委、人武部）合署,2.0,2,1,49,34.0,1,必修,evening,0.0,0.0
PSY1202C07,学习心理与自我成长,学指委（学生处、团委、人武部）合署,2.0,3,1,66,26.67,1,必修,mixed,0.0,0.0
PSY1202C08,快速心理疏导的方法与艺术,学指委（学生处、团委、人武部）合署,2.0,2,1,110,60.0,1,必修,mixed,0.0,0.0
PSY1202C09,知己悦己——大学生的适应与情绪调节,学指委（学生处、团委、人武部）合署,2.0,2,1,53,27.5,1,必修,mixed,0.0,0.0
PSY1202C10,新生自我探索与人际关系发展,学指委（学生处、团委、人武部）合署,2.0,2,1,80,32.0,1,必修,mixed,0.0,0.0
PSY1202C11,自我探索与创造之旅,学指委（学生处、团委、人武部）合署,2.0,2,1,18,34.0,1,必修,evening,0.0,0.0
PSY1202C12,向内探索与对外表达——寻找积极的自己,学指委（学生处、团委、人武部）合署,2.0,2,1,86,32.0,1,必修,mixed,0.0,0.0
PSY1202C13,解锁内心力量：情绪与自我管理体验,学指委（学生处、团委、人武部）合署,2.0,2,1,58,35.0,1,必修,mixed,0.0,0.0
PSY1202C14,情绪、个人特质与心理韧性,学指委（学生处、团委、人武部）合署,2.0,1,1,33,73.0,1,必修,mixed,0.0,0.0
PSY1202C15,遇见自我，青春飞扬——自我探索与自我认识,学指委（学生处、团委、人武部）合署,2.0,2,1,48,31.0,1,必修,evening,0.0,0.0
PSY1202C16,善用精力管理，助力大学生活,学指委（学生处、团委、人武部）合署,2.0,2,1,47,34.0,1,必修,evening,0.0,0.0
PSY1202C17,学习（困难）的机制与提升技巧,学指委（学生处、团委、人武部）合署,2.0,2,1,25,70.0,1,必修,evening,0.0,0.0
PSY1202C18,学业规划和身心调节,学指委（学生处、团委、人武部）合署,2.0,4,1,218,47.75,1,必修,mixed,0.0,0.0
PSY1202C19,心理探索之旅：与内心同频，与他人共振,学指委（学生处、团委、人武部）合署,2.0,3,1,137,33.33,1,必修,mixed,0.0,0.0
PSY1202C20,心灵的破冰者：萨提亚模式下的人际联结与成长,学指委（学生处、团委、人武部）合署,2.0,2,1,36,32.0,1,必修,evening,0.0,0.0
PSY1202C21,新生自我探索与赋能心理成长,学指委（学生处、团委、人武部）合署,2.0,1,1,65,60.0,1,必修,mixed,0.0,0.0
PSY1202C22,“我们”的力量：积极关系与自我成长之旅,学指委（学生处、团委、人武部）合署,2.0,2,1,75,30.0,1,必修,evening,0.0,0.0
PSY1202C23,大学生心理健康,学指委（学生处、团委、人武部）合署,2.0,7,4,163,47.29,1,必修,evening,0.0,0.0
TY001,“UTJS”体验式教育:大学生演讲与沟通训练,学指委（学生处、团委、人武部）合署,2.0,1,1,6,30.0,1,公共选修课,evening,0.0,0.0
AE1102,无人机系统总体设计,学生创新中心,2.0,1,1,13,18.0,1,公共选修课,evening,0.0,0.0
AE1105,飞行器智能设计与制造,学生创新中心,2.0,1,1,14,18.0,1,公共选修课,evening,0.0,0.0
AI1103,基于华为AI平台的深度学习实践,学生创新中心,2.0,1,1,30,30.0,1,公共选修课,mixed,0.0,0.0
AI1113,人工智能基础与实践,学生创新中心,2.0,1,1,48,80.0,1,公共选修课,evening,0.0,0.0
ART1122,陶艺与艺术铸造,学生创新中心,2.0,1,1,20,20.0,1,公共选修课,evening,0.0,0.0
CS096,Unreal程序开发与实践,学生创新中心,2.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0
CS1107,VR/AR设计与开发实践,学生创新中心,2.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0
CS1129,GPU设计与应用,学生创新中心,2.0,1,1,34,35.0,1,公共选修课,evening,0.0,0.0
CS155,无人驾驶算法开发,学生创新中心,3.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0
EE031,开源硬件PCB设计-基于PADS,学生创新中心,2.0,1,1,16,30.0,1,公共选修课,evening,0.0,0.0
ENT1402,创业辅修专业实践课（二）,学生创新中心,3.0,1,1,2,90.0,1,必修,afternoon,1.0,0.0
IAGR3502,AI与农业应用综合设计,学生创新中心,2.0,1,1,8,20.0,1,必修,morning,0.0,0.0
ME1112,仿人机器人创新实践,学生创新中心,2.0,1,1,16,16.0,1,公共选修课,evening,0.0,0.0
SE1101,MATLAB基础与在科学计算中的实践,学生创新中心,2.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0
SE1102,基于HarmonyOS的软硬协同创新实践,学生创新中心,2.0,1,1,28,30.0,1,公共选修课,evening,0.0,0.0
SI0006,产业调研报告,学生创新中心,2.0,1,1,22,70.0,1,必修,afternoon,1.0,0.0
SI0015,医+X创新实践项目2,学生创新中心,2.0,1,1,20,70.0,1,必修,afternoon,1.0,0.0
SI1210,工程实践,学生创新中心,3.0,4,1,1581,263.83,1,必修,afternoon,0.0,0.0
SI1212,制造实践(B类),学生创新中心,2.0,1,1,33,40.0,1,必修,morning,0.0,0.0
SI1214,工程体验与创新,学生创新中心,2.0,1,1,209,240.0,1,必修,morning,0.0,0.0
SO936,职业生涯发展与规划,学生就业服务与职业发展中心,2.0,1,1,32,32.0,1,通识核心课程,afternoon,0.0,0.0
SOC1007,职业生涯发展与规划,学生就业服务与职业发展中心,2.0,7,7,236,33.75,1,通识核心课程,evening,0.0,0.0
AI1006,人工智能与人文社科,安泰经济与管理学院,2.0,2,1,100,50.0,1,通识核心课程,evening,0.0,0.0
AM043,定价策略,安泰经济与管理学院,2.0,1,1,21,50.0,1,公共选修课,evening,0.0,0.0
AM062,消费者行为学（A）,安泰经济与管理学院,2.0,1,1,22,50.0,1,公共选修课,evening,0.0,0.0
AM314,沟通技巧与领导力开发,安泰经济与管理学院,2.0,1,1,0,30.0,1,公共选修课,evening,0.0,0.0
BUSS0102,组织智能化,安泰经济与管理学院,2.0,1,1,73,30.0,1,新生研讨课,evening,0.0,0.0
BUSS0103,碳中和商业与科技,安泰经济与管理学院,2.0,1,1,52,30.0,1,新生研讨课,evening,0.0,0.0
BUSS1302,管理学原理（D类）,安泰经济与管理学院,3.0,7,5,0,27.0,1,"必修,限选",evening,0.0,0.0
BUSS1303,心理与行为,安泰经济与管理学院,2.0,5,3,0,30.0,1,"必修,限选",morning,0.0,0.0
BUSS2302,商务统计学,安泰经济与管理学院,2.0,7,5,235,32.14,1,必修,mixed,0.0,0.0
BUSS2402,管理科学,安泰经济与管理学院,3.0,3,3,135,45.0,1,限选,evening,0.0,0.0
BUSS2406,市场营销学（B类）,安泰经济与管理学院,3.0,3,3,82,26.67,1,限选,afternoon,0.0,0.0
BUSS2515,会计学,安泰经济与管理学院,3.0,6,6,215,33.33,1,限选,afternoon,0.0,0.0
BUSS2611,AI与商业数据分析,安泰经济与管理学院,2.0,2,1,99,50.0,1,限选,morning,0.0,0.0
BUSS2613,生涯发展,安泰经济与管理学院,2.0,1,1,100,100.0,1,限选,mixed,0.0,0.0
BUSS3503,管理会计,安泰经济与管理学院,2.0,2,2,85,37.5,1,"必修,限选",evening,0.0,0.0
BUSS3505,广告与新媒体,安泰经济与管理学院,2.0,1,1,40,40.0,1,限选,evening,0.0,0.0
BUSS3519,现代客户关系管理,安泰经济与管理学院,2.0,1,1,38,50.0,1,限选,morning,0.0,0.0
BUSS3520,消费者行为,安泰经济与管理学院,2.0,3,2,119,40.0,2,"必修,限选",morning,0.0,0.0
BUSS3526,组织设计与发展,安泰经济与管理学院,2.0,1,1,5,50.0,1,"必修,限选",morning,0.0,0.0
BUSS3528,建模与优化,安泰经济与管理学院,2.0,2,1,90,45.0,1,"必修,限选",afternoon,0.0,0.0
BUSS3529,人才激励,安泰经济与管理学院,2.0,1,1,50,50.0,1,"必修,限选",morning,0.0,0.0
BUSS3602,MATLAB编程与建模,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
BUSS3603,财务会计信息系统,安泰经济与管理学院,2.0,1,1,24,50.0,1,限选,morning,0.0,0.0
BUSS3604,采购和供应管理,安泰经济与管理学院,2.0,1,1,19,50.0,1,限选,morning,0.0,0.0
BUSS3607,电子商务（B类）,安泰经济与管理学院,2.0,3,3,73,26.67,2,限选,morning,0.0,0.0
BUSS3609,高级财务会计,安泰经济与管理学院,2.0,1,1,24,50.0,1,限选,evening,0.0,0.0
BUSS3620,人工智能导论,安泰经济与管理学院,3.0,2,1,100,50.0,1,限选,afternoon,0.0,0.0
BUSS3622,市场调研,安泰经济与管理学院,2.0,1,1,45,30.0,1,限选,morning,0.0,0.0
BUSS3637,财务信息列报与披露,安泰经济与管理学院,3.0,1,1,23,50.0,1,限选,afternoon,0.0,0.0
BUSS4603,数字化营销,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
BUSS4604,税务学,安泰经济与管理学院,2.0,1,1,16,50.0,1,限选,mixed,0.0,0.0
BUSS4605,算法交易和量化投资,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,evening,0.0,0.0
BUSS4607,增强学习,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
BUSS4701,经管实践调研,安泰经济与管理学院,2.0,4,2,120,25.0,1,"必修,限选",afternoon,0.0,0.0
BUSS6009,二手数据采集和分析,安泰经济与管理学院,1.0,1,1,10,10.0,1,限选,morning,0.0,0.0
BUSS9020,资产定价实证,安泰经济与管理学院,3.0,1,1,10,10.0,1,限选,morning,0.0,0.0
CS079,金融建模及其R软件实例分析,安泰经济与管理学院,2.0,1,1,21,40.0,1,公共选修课,evening,0.0,0.0
ECON1002,经济学原理与中国发展,安泰经济与管理学院,3.0,1,1,200,100.0,1,通识核心课程,evening,0.0,0.0
ECON1102,消费者行为学（A）,安泰经济与管理学院,2.0,1,1,0,50.0,1,公共选修课,evening,0.0,0.0
ECON1301,经济学原理,安泰经济与管理学院,4.0,1,1,34,2.0,1,必修,afternoon,0.0,0.0
ECON1304,政治经济学,安泰经济与管理学院,2.0,6,3,223,31.67,1,必修,morning,0.0,0.0
ECON1501,金融科技概论,安泰经济与管理学院,2.0,2,1,86,45.0,1,"必修,限选",morning,0.0,0.0
ECON2403,中级宏观经济学,安泰经济与管理学院,3.0,9,5,258,25.67,1,"必修,限选",afternoon,0.0,0.0
ECON2404,中级微观经济学,安泰经济与管理学院,4.0,9,5,606,24.78,1,"必修,限选",mixed,0.0,0.0
ECON3501,公司金融学,安泰经济与管理学院,3.0,6,3,230,29.17,2,限选,afternoon,0.0,0.0
ECON3503,固定收益证券分析,安泰经济与管理学院,2.0,4,3,157,32.5,1,限选,morning,0.0,0.0
ECON3504,国际服务贸易,安泰经济与管理学院,2.0,1,1,9,15.0,1,必修,morning,0.0,0.0
ECON3507,国际贸易实务,安泰经济与管理学院,3.0,1,1,9,15.0,1,必修,evening,0.0,0.0
ECON3514,应用计量经济学,安泰经济与管理学院,3.0,2,2,110,45.0,1,"必修,限选",afternoon,0.0,0.0
ECON3515,证券投资分析,安泰经济与管理学院,2.0,4,2,177,35.0,2,限选,morning,0.0,0.0
ECON3601,产业组织理论（A类）,安泰经济与管理学院,3.0,1,1,30,30.0,1,限选,morning,0.0,0.0
ECON3604,公司治理,安泰经济与管理学院,2.0,2,1,80,40.0,1,限选,morning,0.0,0.0
ECON3605,国际投资学,安泰经济与管理学院,3.0,2,2,13,17.5,2,必修,afternoon,0.0,0.0
ECON3608,环境经济学,安泰经济与管理学院,2.0,3,2,100,33.33,1,限选,mixed,0.0,0.0
ECON3610,劳动经济学,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
ECON3612,区域经济学,安泰经济与管理学院,3.0,1,1,50,50.0,1,限选,evening,0.0,0.0
ECON3615,实验经济学,安泰经济与管理学院,2.0,1,1,30,30.0,1,限选,morning,0.0,0.0
ECON3619,公共经济学,安泰经济与管理学院,3.0,1,1,29,50.0,1,限选,afternoon,0.0,0.0
ECON4601,供应链金融,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,evening,0.0,0.0
ECON4602,普惠金融,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,evening,0.0,0.0
ECON4603,区块链与数字货币,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
ECON4604,智能投研技术,安泰经济与管理学院,2.0,1,1,50,50.0,1,限选,morning,0.0,0.0
ECON4605,保险科技,安泰经济与管理学院,2.0,1,1,47,50.0,1,限选,afternoon,0.0,0.0
ECON4702,认识实习与社会实践（经管类）,安泰经济与管理学院,2.0,1,1,223,300.0,1,"必修,限选",afternoon,1.0,1.0
ECON7002,高阶概率统计方法,安泰经济与管理学院,2.0,1,1,9,10.0,1,限选,evening,0.0,0.0
ECON7004,高级微观经济学（一）,安泰经济与管理学院,3.0,1,1,20,10.0,1,限选,morning,0.0,0.0
ECON9004,高级计量经济学（时间序列）,安泰经济与管理学院,3.0,1,1,20,20.0,1,限选,morning,0.0,0.0
MGTS3401,数据结构,安泰经济与管理学院,3.0,4,2,140,35.0,1,"必修,限选",afternoon,0.0,0.0
MGTS3501,数据库原理与系统,安泰经济与管理学院,4.0,2,2,152,38.0,1,"必修,限选",evening,0.0,0.0
MGTS6001,多元统计分析,安泰经济与管理学院,3.0,1,1,10,10.0,1,限选,afternoon,0.0,0.0
PS912,心理与行为,安泰经济与管理学院,2.0,3,2,80,40.0,1,通识核心课程,evening,0.0,0.0
PUM1020,中国医疗保险制度的转型发展与创新,安泰经济与管理学院,2.0,2,1,75,50.0,1,通识核心课程,evening,0.0,0.0
SOC1026,创新致胜战略及管理,安泰经济与管理学院,2.0,2,2,160,40.0,1,通识核心课程,evening,0.0,0.0
SOC1027,供应链ESG低碳管理与数字化创新,安泰经济与管理学院,2.0,1,1,472,50.0,1,通识核心课程,evening,0.0,0.0
SOC1029,卓越管理与创新,安泰经济与管理学院,2.0,1,1,100,50.0,1,通识核心课程,evening,0.0,0.0
BUS1510J,营销管理,密西根学院,2.0,1,1,0,20.0,1,限选,evening,0.0,0.0
BUS2400J,供应链管理导论,密西根学院,3.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
BUS2610J,领导力,密西根学院,2.0,1,1,0,20.0,1,限选,evening,0.0,0.0
BUS4100J,创业：从零到一,密西根学院,3.0,1,1,0,20.0,1,限选,evening,0.0,0.0
CHEM2090J,大学化学,密西根学院,4.0,1,1,0,20.0,1,必修,morning,0.0,0.0
CHEM2100J,大学化学（J类）,密西根学院,4.0,2,2,0,20.0,1,必修,afternoon,0.0,0.0
CHN0110J,汉语一（上）,密西根学院,2.0,2,2,0,20.0,1,限选,morning,0.0,0.0
CHN0120J,汉语一（下）,密西根学院,2.0,2,2,0,20.0,1,必修,evening,0.0,0.0
CHN0310J,汉语三（上）,密西根学院,2.0,1,1,0,20.0,1,限选,morning,0.0,0.0
CHN0320J,汉语三（下）,密西根学院,2.0,1,1,0,20.0,1,限选,morning,0.0,0.0
CHN0410J,汉语四（上）,密西根学院,2.0,1,1,0,20.0,1,限选,morning,0.0,0.0
CHN0420J,汉语四（下）,密西根学院,2.0,1,1,0,20.0,1,限选,morning,0.0,0.0
CHN1020J,中国文化概论,密西根学院,2.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
CUL2530J,文化与科技,密西根学院,3.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE2150J,电路设计导论,密西根学院,4.0,2,2,0,20.0,1,必修,morning,0.0,0.0
ECE2300J,电磁学（J类）（1）,密西根学院,4.0,1,1,0,20.0,1,必修,evening,0.0,0.0
ECE2700J,逻辑设计导论,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
ECE2800J,程序设计与数据结构,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE2810J,数据结构与算法（J类）,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
ECE3110J,电子电路,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
ECE3200J,半导体器件导论,密西根学院,4.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
ECE3340J,光学原理,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
ECE3700J,计算机组成件导论,密西根学院,4.0,1,1,0,20.0,1,必修,evening,0.0,0.0
ECE3730J,基于微处理器的系统设计,密西根学院,4.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
ECE4230J,半导体器件工艺,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
ECE4500J,系统设计与实现,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE4530J,智慧城市中的决策问题,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE4550J,数字通信信号与系统,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
ECE4600J,控制系统分析与设计,密西根学院,3.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE4770J,算法导论,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
ECE4810J,系统芯片设计,密西根学院,4.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
ECE4820J,操作系统导论,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ECE4850J,机器学习中的优化,密西根学院,3.0,1,1,0,20.0,1,限选,evening,0.0,0.0
ENGL1000J,综合英语（J类）,密西根学院,4.0,14,6,0,20.0,1,必修,afternoon,0.0,0.0
ENGR1000J,工程导论,密西根学院,4.0,3,3,0,20.0,1,必修,mixed,0.0,0.0
ENGR1010J,计算机导论,密西根学院,4.0,2,2,0,20.0,1,必修,mixed,0.0,0.0
ENGR1510J,计算机导论（进阶版）,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
ENGR4960J,职业道德与工程规范,密西根学院,2.0,2,1,0,20.0,1,必修,afternoon,0.0,0.0
GER1100J,德语（1）,密西根学院,2.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
GER1110J,德语（2）,密西根学院,2.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
GER1650J,德国文化,密西根学院,3.0,1,1,0,20.0,1,限选,evening,0.0,0.0
HIS1020J,全球视野中的中国历史,密西根学院,3.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
HIS2040J,近代亚洲史：殖民主义、反殖民主义与国家的形成,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
HIS2381J,多面向的英帝国史,密西根学院,3.0,1,1,0,20.0,1,限选,mixed,0.0,0.0
MATH1150J,微积分（1）,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
MATH1560J,高等数学A1,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
MATH1860J,高等数学B1,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
MATH2030J,离散数学（J类）,密西根学院,4.0,1,1,0,20.0,1,限选,morning,0.0,0.0
MATH2160J,微分方程,密西根学院,4.0,1,1,0,40.0,1,限选,evening,0.0,0.0
MATH2560J,线性代数和微分方程A,密西根学院,4.0,1,1,0,20.0,1,限选,evening,0.0,0.0
MATH2860J,线性代数和微分方程B,密西根学院,4.0,1,1,0,20.0,1,限选,evening,0.0,0.0
MATH4710J,数值分析,密西根学院,3.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ME2110J,固体力学,密西根学院,4.0,1,1,0,20.0,1,必修,mixed,0.0,0.0
ME2350J,工程热力学（J类）（1）,密西根学院,3.0,1,1,0,20.0,1,必修,afternoon,0.0,0.0
ME3200J,流体力学（J类）,密西根学院,3.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
ME3950J,实验一,密西根学院,4.0,1,1,0,20.0,1,限选,afternoon,0.0,0.0
